T,R,G,B 
14340,0.358907746058,0.61787864279,1.0
14350,0.358755733222,0.61775362969,1.0
14360,0.358604013533,0.617628840821,1.0
14370,0.358452586179,0.617504275601,1.0
14380,0.358301450349,0.617379933455,1.0
14390,0.358150605234,0.617255813806,1.0
14400,0.358000050031,0.61713191608,1.0
14410,0.357849783937,0.617008239706,1.0
14420,0.357699806153,0.616884784114,1.0
14430,0.357550115883,0.616761548736,1.0
14440,0.357400712333,0.616638533006,1.0
14450,0.357251594714,0.616515736359,1.0
14460,0.357102762237,0.616393158234,1.0
14470,0.356954214118,0.61627079807,1.0
14480,0.356805949574,0.616148655309,1.0
14490,0.356657967826,0.616026729393,1.0
14500,0.356510268098,0.615905019767,1.0
14510,0.356362849616,0.61578352588,1.0
14520,0.356215711609,0.615662247179,1.0
14530,0.356068853308,0.615541183115,1.0
14540,0.355922273948,0.615420333141,1.0
14550,0.355775972766,0.615299696711,1.0
14560,0.355629949002,0.615179273281,1.0
14570,0.355484201898,0.615059062308,1.0
14580,0.3553387307,0.614939063253,1.0
14590,0.355193534655,0.614819275577,1.0
14600,0.355048613014,0.614699698743,1.0
14610,0.354903965031,0.614580332215,1.0
14620,0.35475958996,0.614461175462,1.0
14630,0.35461548706,0.61434222795,1.0
14640,0.354471655593,0.614223489151,1.0
14650,0.354328094821,0.614104958536,1.0
14660,0.354184804012,0.613986635579,1.0
14670,0.354041782433,0.613868519755,1.0
14680,0.353899029357,0.613750610542,1.0
14690,0.353756544056,0.613632907418,1.0
14700,0.353614325808,0.613515409864,1.0
14710,0.353472373891,0.613398117362,1.0
14720,0.353330687587,0.613281029396,1.0
14730,0.353189266179,0.613164145451,1.0
14740,0.353048108955,0.613047465015,1.0
14750,0.352907215203,0.612930987578,1.0
14760,0.352766584214,0.612814712628,1.0
14770,0.352626215283,0.612698639659,1.0
14780,0.352486107706,0.612582768165,1.0
14790,0.352346260781,0.612467097641,1.0
14800,0.352206673811,0.612351627584,1.0
14810,0.352067346097,0.612236357494,1.0
14820,0.351928276948,0.61212128687,1.0
14830,0.35178946567,0.612006415214,1.0
14840,0.351650911575,0.611891742031,1.0
14850,0.351512613976,0.611777266826,1.0
14860,0.351374572189,0.611662989105,1.0
14870,0.351236785532,0.611548908377,1.0
14880,0.351099253325,0.611435024152,1.0
14890,0.350961974891,0.611321335942,1.0
14900,0.350824949554,0.611207843259,1.0
14910,0.350688176642,0.61109454562,1.0
14920,0.350551655486,0.610981442539,1.0
14930,0.350415385415,0.610868533535,1.0
14940,0.350279365766,0.610755818127,1.0
14950,0.350143595875,0.610643295837,1.0
14960,0.350008075079,0.610530966187,1.0
14970,0.349872802721,0.6104188287,1.0
14980,0.349737778144,0.610306882903,1.0
14990,0.349603000693,0.610195128322,1.0
15000,0.349468469716,0.610083564486,1.0
15010,0.349334184563,0.609972190926,1.0
15020,0.349200144587,0.609861007172,1.0
15030,0.349066349141,0.609750012759,1.0
15040,0.348932797583,0.60963920722,1.0
15050,0.348799489272,0.609528590091,1.0
15060,0.348666423567,0.609418160911,1.0
15070,0.348533599834,0.609307919217,1.0
15080,0.348401017436,0.609197864552,1.0
15090,0.348268675743,0.609087996456,1.0
15100,0.348136574122,0.608978314473,1.0
15110,0.348004711947,0.608868818148,1.0
15120,0.34787308859,0.608759507027,1.0
15130,0.347741703429,0.608650380658,1.0
15140,0.347610555841,0.60854143859,1.0
15150,0.347479645206,0.608432680373,1.0
15160,0.347348970908,0.60832410556,1.0
15170,0.34721853233,0.608215713705,1.0
15180,0.347088328858,0.608107504361,1.0
15190,0.346958359883,0.607999477085,1.0
15200,0.346828624793,0.607891631436,1.0
15210,0.346699122983,0.607783966971,1.0
15220,0.346569853846,0.607676483251,1.0
15230,0.34644081678,0.607569179838,1.0
15240,0.346312011183,0.607462056296,1.0
15250,0.346183436456,0.607355112188,1.0
15260,0.346055092002,0.607248347081,1.0
15270,0.345926977226,0.607141760542,1.0
15280,0.345799091534,0.607035352139,1.0
15290,0.345671434336,0.606929121444,1.0
15300,0.345544005042,0.606823068026,1.0
15310,0.345416803065,0.606717191459,1.0
15320,0.34528982782,0.606611491316,1.0
15330,0.345163078723,0.606505967173,1.0
15340,0.345036555193,0.606400618607,1.0
15350,0.344910256651,0.606295445196,1.0
15360,0.344784182519,0.606190446519,1.0
15370,0.344658332221,0.606085622156,1.0
15380,0.344532705184,0.60598097169,1.0
15390,0.344407300836,0.605876494703,1.0
15400,0.344282118607,0.60577219078,1.0
15410,0.344157157929,0.605668059508,1.0
15420,0.344032418236,0.605564100473,1.0
15430,0.343907898964,0.605460313263,1.0
15440,0.34378359955,0.605356697468,1.0
15450,0.343659519435,0.605253252679,1.0
15460,0.343535658058,0.605149978489,1.0
15470,0.343412014864,0.60504687449,1.0
15480,0.343288589297,0.604943940278,1.0
15490,0.343165380804,0.604841175448,1.0
15500,0.343042388834,0.604738579598,1.0
15510,0.342919612838,0.604636152325,1.0
15520,0.342797052268,0.60453389323,1.0
15530,0.342674706577,0.604431801914,1.0
15540,0.342552575222,0.604329877979,1.0
15550,0.34243065766,0.604228121028,1.0
15560,0.342308953351,0.604126530665,1.0
15570,0.342187461756,0.604025106497,1.0
15580,0.342066182338,0.603923848131,1.0
15590,0.341945114562,0.603822755174,1.0
15600,0.341824257894,0.603721827236,1.0
15610,0.341703611802,0.603621063928,1.0
15620,0.341583175757,0.603520464862,1.0
15630,0.34146294923,0.60342002965,1.0
15640,0.341342931695,0.603319757907,1.0
15650,0.341223122626,0.603219649249,1.0
15660,0.341103521501,0.60311970329,1.0
15670,0.340984127798,0.603019919651,1.0
15680,0.340864940997,0.602920297948,1.0
15690,0.340745960581,0.602820837803,1.0
15700,0.340627186032,0.602721538836,1.0
15710,0.340508616837,0.60262240067,1.0
15720,0.340390252481,0.602523422928,1.0
15730,0.340272092455,0.602424605235,1.0
15740,0.340154136247,0.602325947217,1.0
15750,0.34003638335,0.6022274485,1.0
15760,0.339918833258,0.602129108713,1.0
15770,0.339801485465,0.602030927484,1.0
15780,0.339684339469,0.601932904445,1.0
15790,0.339567394768,0.601835039226,1.0
15800,0.339450650862,0.60173733146,1.0
15810,0.339334107252,0.601639780781,1.0
15820,0.339217763443,0.601542386823,1.0
15830,0.339101618938,0.601445149222,1.0
15840,0.338985673245,0.601348067615,1.0
15850,0.338869925871,0.601251141641,1.0
15860,0.338754376326,0.601154370937,1.0
15870,0.338639024121,0.601057755146,1.0
15880,0.338523868769,0.600961293906,1.0
15890,0.338408909784,0.600864986863,1.0
15900,0.338294146683,0.600768833657,1.0
15910,0.338179578982,0.600672833935,1.0
15920,0.338065206201,0.600576987341,1.0
15930,0.337951027859,0.600481293523,1.0
15940,0.33783704348,0.600385752127,1.0
15950,0.337723252587,0.600290362804,1.0
15960,0.337609654704,0.600195125202,1.0
15970,0.337496249359,0.600100038972,1.0
15980,0.337383036079,0.600005103767,1.0
15990,0.337270014394,0.599910319238,1.0
16000,0.337157183835,0.599815685041,1.0
16010,0.337044543934,0.599721200831,1.0
16020,0.336932094227,0.599626866262,1.0
16030,0.336819834248,0.599532680993,1.0
16040,0.336707763534,0.599438644681,1.0
16050,0.336595881623,0.599344756985,1.0
16060,0.336484188057,0.599251017566,1.0
16070,0.336372682375,0.599157426084,1.0
16080,0.336261364122,0.599063982203,1.0
16090,0.336150232841,0.598970685584,1.0
16100,0.336039288077,0.598877535892,1.0
16110,0.335928529379,0.598784532792,1.0
16120,0.335817956294,0.59869167595,1.0
16130,0.335707568373,0.598598965034,1.0
16140,0.335597365167,0.598506399711,1.0
16150,0.335487346229,0.59841397965,1.0
16160,0.335377511112,0.598321704522,1.0
16170,0.335267859374,0.598229573997,1.0
16180,0.33515839057,0.598137587748,1.0
16190,0.33504910426,0.598045745447,1.0
16200,0.334940000002,0.597954046768,1.0
16210,0.334831077358,0.597862491386,1.0
16220,0.334722335891,0.597771078977,1.0
16230,0.334613775165,0.597679809218,1.0
16240,0.334505394744,0.597588681786,1.0
16250,0.334397194196,0.59749769636,1.0
16260,0.334289173088,0.59740685262,1.0
16270,0.33418133099,0.597316150246,1.0
16280,0.334073667473,0.59722558892,1.0
16290,0.333966182107,0.597135168324,1.0
16300,0.333858874468,0.597044888141,1.0
16310,0.333751744128,0.596954748056,1.0
16320,0.333644790666,0.596864747754,1.0
16330,0.333538013656,0.59677488692,1.0
16340,0.333431412679,0.596685165243,1.0
16350,0.333324987315,0.59659558241,1.0
16360,0.333218737143,0.596506138109,1.0
16370,0.333112661748,0.596416832031,1.0
16380,0.333006760712,0.596327663866,1.0
16390,0.332901033621,0.596238633306,1.0
16400,0.332795480061,0.596149740043,1.0
16410,0.33269009962,0.596060983771,1.0
16420,0.332584891886,0.595972364183,1.0
16430,0.332479856451,0.595883880975,1.0
16440,0.332374992904,0.595795533843,1.0
16450,0.33227030084,0.595707322483,1.0
16460,0.332165779852,0.595619246594,1.0
16470,0.332061429535,0.595531305874,1.0
16480,0.331957249486,0.595443500023,1.0
16490,0.331853239302,0.595355828741,1.0
16500,0.331749398582,0.595268291729,1.0
16510,0.331645726927,0.595180888689,1.0
16520,0.331542223937,0.595093619324,1.0
16530,0.331438889216,0.595006483338,1.0
16540,0.331335722367,0.594919480436,1.0
16550,0.331232722995,0.594832610324,1.0
16560,0.331129890706,0.594745872707,1.0
16570,0.331027225109,0.594659267292,1.0
16580,0.33092472581,0.594572793788,1.0
16590,0.330822392421,0.594486451905,1.0
16600,0.330720224553,0.59440024135,1.0
16610,0.330618221817,0.594314161835,1.0
16620,0.330516383827,0.594228213072,1.0
16630,0.330414710197,0.594142394772,1.0
16640,0.330313200543,0.594056706649,1.0
16650,0.330211854482,0.593971148416,1.0
16660,0.330110671633,0.593885719788,1.0
16670,0.330009651613,0.59380042048,1.0
16680,0.329908794045,0.59371525021,1.0
16690,0.329808098548,0.593630208693,1.0
16700,0.329707564746,0.593545295648,1.0
16710,0.329607192263,0.593460510793,1.0
16720,0.329506980723,0.593375853849,1.0
16730,0.329406929753,0.593291324535,1.0
16740,0.329307038979,0.593206922572,1.0
16750,0.329207308031,0.593122647682,1.0
16760,0.329107736537,0.593038499588,1.0
16770,0.329008324128,0.592954478014,1.0
16780,0.328909070436,0.592870582683,1.0
16790,0.328809975094,0.592786813321,1.0
16800,0.328711037734,0.592703169654,1.0
16810,0.328612257994,0.592619651407,1.0
16820,0.328513635507,0.592536258309,1.0
16830,0.328415169912,0.592452990088,1.0
16840,0.328316860847,0.592369846472,1.0
16850,0.328218707951,0.592286827191,1.0
16860,0.328120710865,0.592203931975,1.0
16870,0.328022869229,0.592121160556,1.0
16880,0.327925182687,0.592038512666,1.0
16890,0.327827650883,0.591955988038,1.0
16900,0.32773027346,0.591873586403,1.0
16910,0.327633050065,0.591791307498,1.0
16920,0.327535980345,0.591709151057,1.0
16930,0.327439063947,0.591627116815,1.0
16940,0.32734230052,0.59154520451,1.0
16950,0.327245689714,0.591463413877,1.0
16960,0.32714923118,0.591381744656,1.0
16970,0.327052924571,0.591300196584,1.0
16980,0.326956769538,0.591218769401,1.0
16990,0.326860765737,0.591137462848,1.0
17000,0.326764912823,0.591056276664,1.0
17010,0.326669210451,0.590975210592,1.0
17020,0.326573658279,0.590894264374,1.0
17030,0.326478255965,0.590813437752,1.0
17040,0.326383003168,0.590732730471,1.0
17050,0.326287899548,0.590652142275,1.0
17060,0.326192944766,0.590571672909,1.0
17070,0.326098138486,0.590491322118,1.0
17080,0.326003480369,0.59041108965,1.0
17090,0.32590897008,0.590330975252,1.0
17100,0.325814607284,0.590250978671,1.0
17110,0.325720391648,0.590171099656,1.0
17120,0.325626322838,0.590091337957,1.0
17130,0.325532400523,0.590011693324,1.0
17140,0.325438624371,0.589932165507,1.0
17150,0.325344994053,0.589852754257,1.0
17160,0.32525150924,0.589773459328,1.0
17170,0.325158169604,0.589694280471,1.0
17180,0.325064974817,0.58961521744,1.0
17190,0.324971924554,0.58953626999,1.0
17200,0.32487901849,0.589457437874,1.0
17210,0.3247862563,0.58937872085,1.0
17220,0.324693637661,0.589300118672,1.0
17230,0.32460116225,0.589221631098,1.0
17240,0.324508829747,0.589143257885,1.0
17250,0.324416639831,0.589064998791,1.0
17260,0.324324592183,0.588986853576,1.0
17270,0.324232686483,0.588908821998,1.0
17280,0.324140922415,0.588830903819,1.0
17290,0.324049299662,0.588753098798,1.0
17300,0.323957817907,0.588675406698,1.0
17310,0.323866476837,0.58859782728,1.0
17320,0.323775276136,0.588520360307,1.0
17330,0.323684215492,0.588443005543,1.0
17340,0.323593294594,0.588365762752,1.0
17350,0.323502513129,0.588288631699,1.0
17360,0.323411870787,0.588211612148,1.0
17370,0.323321367259,0.588134703866,1.0
17380,0.323231002237,0.58805790662,1.0
17390,0.323140775412,0.587981220177,1.0
17400,0.323050686478,0.587904644305,1.0
17410,0.32296073513,0.587828178772,1.0
17420,0.322870921061,0.587751823348,1.0
17430,0.322781243969,0.587675577803,1.0
17440,0.322691703549,0.587599441906,1.0
17450,0.322602299499,0.587523415429,1.0
17460,0.322513031519,0.587447498144,1.0
17470,0.322423899307,0.587371689823,1.0
17480,0.322334902563,0.587295990239,1.0
17490,0.322246040989,0.587220399165,1.0
17500,0.322157314287,0.587144916377,1.0
17510,0.322068722159,0.587069541647,1.0
17520,0.321980264309,0.586994274752,1.0
17530,0.321891940442,0.586919115469,1.0
17540,0.321803750263,0.586844063572,1.0
17550,0.321715693478,0.58676911884,1.0
17560,0.321627769794,0.586694281051,1.0
17570,0.321539978919,0.586619549982,1.0
17580,0.321452320562,0.586544925413,1.0
17590,0.321364794432,0.586470407124,1.0
17600,0.32127740024,0.586395994894,1.0
17610,0.321190137697,0.586321688504,1.0
17620,0.321103006515,0.586247487737,1.0
17630,0.321016006407,0.586173392372,1.0
17640,0.320929137086,0.586099402195,1.0
17650,0.320842398266,0.586025516986,1.0
17660,0.320755789664,0.585951736531,1.0
17670,0.320669310996,0.585878060612,1.0
17680,0.320582961977,0.585804489017,1.0
17690,0.320496742326,0.585731021528,1.0
17700,0.320410651761,0.585657657934,1.0
17710,0.320324690003,0.585584398019,1.0
17720,0.320238856769,0.585511241572,1.0
17730,0.320153151783,0.58543818838,1.0
17740,0.320067574764,0.585365238232,1.0
17750,0.319982125436,0.585292390916,1.0
17760,0.319896803522,0.585219646221,1.0
17770,0.319811608746,0.585147003939,1.0
17780,0.319726540833,0.585074463858,1.0
17790,0.319641599508,0.585002025771,1.0
17800,0.319556784497,0.584929689469,1.0
17810,0.319472095529,0.584857454744,1.0
17820,0.319387532329,0.584785321388,1.0
17830,0.319303094628,0.584713289197,1.0
17840,0.319218782155,0.584641357962,1.0
17850,0.31913459464,0.584569527478,1.0
17860,0.319050531813,0.584497797542,1.0
17870,0.318966593406,0.584426167947,1.0
17880,0.318882779152,0.58435463849,1.0
17890,0.318799088785,0.584283208967,1.0
17900,0.318715522037,0.584211879177,1.0
17910,0.318632078643,0.584140648915,1.0
17920,0.31854875834,0.584069517981,1.0
17930,0.318465560862,0.583998486174,1.0
17940,0.318382485948,0.583927553291,1.0
17950,0.318299533334,0.583856719134,1.0
17960,0.318216702758,0.583785983503,1.0
17970,0.318133993961,0.583715346198,1.0
17980,0.318051406682,0.583644807021,1.0
17990,0.317968940661,0.583574365773,1.0
18000,0.317886595639,0.583504022257,1.0
18010,0.317804371359,0.583433776276,1.0
18020,0.317722267562,0.583363627633,1.0
18030,0.317640283994,0.583293576133,1.0
18040,0.317558420397,0.583223621579,1.0
18050,0.317476676516,0.583153763777,1.0
18060,0.317395052097,0.583084002533,1.0
18070,0.317313546886,0.583014337651,1.0
18080,0.317232160631,0.582944768939,1.0
18090,0.317150893078,0.582875296204,1.0
18100,0.317069743976,0.582805919253,1.0
18110,0.316988713074,0.582736637894,1.0
18120,0.316907800122,0.582667451936,1.0
18130,0.316827004869,0.582598361187,1.0
18140,0.316746327068,0.582529365458,1.0
18150,0.31666576647,0.582460464558,1.0
18160,0.316585322827,0.582391658298,1.0
18170,0.316504995893,0.582322946489,1.0
18180,0.316424785421,0.582254328942,1.0
18190,0.316344691166,0.582185805469,1.0
18200,0.316264712882,0.582117375882,1.0
18210,0.316184850327,0.582049039996,1.0
18220,0.316105103255,0.581980797622,1.0
18230,0.316025471425,0.581912648575,1.0
18240,0.315945954595,0.58184459267,1.0
18250,0.315866552522,0.581776629721,1.0
18260,0.315787264965,0.581708759544,1.0
18270,0.315708091686,0.581640981954,1.0
18280,0.315629032444,0.581573296767,1.0
18290,0.315550087,0.581505703802,1.0
18300,0.315471255115,0.581438202874,1.0
18310,0.315392536554,0.581370793802,1.0
18320,0.315313931078,0.581303476403,1.0
18330,0.315235438451,0.581236250497,1.0
18340,0.315157058438,0.581169115903,1.0
18350,0.315078790803,0.581102072439,1.0
18360,0.315000635312,0.581035119927,1.0
18370,0.314922591732,0.580968258187,1.0
18380,0.314844659829,0.580901487039,1.0
18390,0.314766839371,0.580834806306,1.0
18400,0.314689130127,0.580768215809,1.0
18410,0.314611531864,0.58070171537,1.0
18420,0.314534044352,0.580635304813,1.0
18430,0.314456667362,0.58056898396,1.0
18440,0.314379400663,0.580502752635,1.0
18450,0.314302244028,0.580436610663,1.0
18460,0.314225197228,0.580370557869,1.0
18470,0.314148260036,0.580304594076,1.0
18480,0.314071432224,0.580238719111,1.0
18490,0.313994713567,0.5801729328,1.0
18500,0.313918103839,0.580107234969,1.0
18510,0.313841602815,0.580041625445,1.0
18520,0.31376521027,0.579976104055,1.0
18530,0.313688925981,0.579910670627,1.0
18540,0.313612749724,0.57984532499,1.0
18550,0.313536681277,0.579780066971,1.0
18560,0.313460720417,0.5797148964,1.0
18570,0.313384866924,0.579649813107,1.0
18580,0.313309120576,0.57958481692,1.0
18590,0.313233481153,0.579519907672,1.0
18600,0.313157948436,0.579455085191,1.0
18610,0.313082522205,0.579390349311,1.0
18620,0.313007202242,0.579325699861,1.0
18630,0.312931988329,0.579261136675,1.0
18640,0.312856880249,0.579196659585,1.0
18650,0.312781877785,0.579132268423,1.0
18660,0.31270698072,0.579067963023,1.0
18670,0.31263218884,0.57900374322,1.0
18680,0.312557501929,0.578939608846,1.0
18690,0.312482919772,0.578875559736,1.0
18700,0.312408442157,0.578811595727,1.0
18710,0.312334068869,0.578747716652,1.0
18720,0.312259799696,0.578683922348,1.0
18730,0.312185634425,0.578620212651,1.0
18740,0.312111572845,0.578556587398,1.0
18750,0.312037614746,0.578493046426,1.0
18760,0.311963759916,0.578429589572,1.0
18770,0.311890008145,0.578366216674,1.0
18780,0.311816359225,0.578302927571,1.0
18790,0.311742812946,0.578239722101,1.0
18800,0.3116693691,0.578176600103,1.0
18810,0.311596027479,0.578113561417,1.0
18820,0.311522787877,0.578050605883,1.0
18830,0.311449650086,0.577987733341,1.0
18840,0.311376613901,0.577924943632,1.0
18850,0.311303679116,0.577862236597,1.0
18860,0.311230845526,0.577799612077,1.0
18870,0.311158112926,0.577737069915,1.0
18880,0.311085481113,0.577674609952,1.0
18890,0.311012949883,0.577612232032,1.0
18900,0.310940519034,0.577549935997,1.0
18910,0.310868188362,0.577487721691,1.0
18920,0.310795957667,0.577425588957,1.0
18930,0.310723826748,0.577363537641,1.0
18940,0.310651795402,0.577301567587,1.0
18950,0.310579863431,0.577239678639,1.0
18960,0.310508030634,0.577177870643,1.0
18970,0.310436296812,0.577116143446,1.0
18980,0.310364661768,0.577054496892,1.0
18990,0.310293125301,0.576992930829,1.0
19000,0.310221687216,0.576931445104,1.0
19010,0.310150347315,0.576870039564,1.0
19020,0.310079105401,0.576808714056,1.0
19030,0.310007961279,0.576747468429,1.0
19040,0.309936914752,0.576686302532,1.0
19050,0.309865965626,0.576625216212,1.0
19060,0.309795113707,0.57656420932,1.0
19070,0.309724358799,0.576503281705,1.0
19080,0.309653700711,0.576442433216,1.0
19090,0.309583139248,0.576381663704,1.0
19100,0.309512674219,0.576320973021,1.0
19110,0.30944230543,0.576260361016,1.0
19120,0.309372032692,0.576199827541,1.0
19130,0.309301855812,0.576139372449,1.0
19140,0.309231774601,0.57607899559,1.0
19150,0.309161788867,0.576018696819,1.0
19160,0.309091898423,0.575958475987,1.0
19170,0.309022103078,0.575898332947,1.0
19180,0.308952402644,0.575838267555,1.0
19190,0.308882796933,0.575778279662,1.0
19200,0.308813285758,0.575718369125,1.0
19210,0.308743868931,0.575658535797,1.0
19220,0.308674546266,0.575598779533,1.0
19230,0.308605317576,0.575539100189,1.0
19240,0.308536182677,0.575479497621,1.0
19250,0.308467141382,0.575419971684,1.0
19260,0.308398193508,0.575360522235,1.0
19270,0.308329338869,0.575301149132,1.0
19280,0.308260577283,0.57524185223,1.0
19290,0.308191908566,0.575182631388,1.0
19300,0.308123332534,0.575123486463,1.0
19310,0.308054849007,0.575064417314,1.0
19320,0.307986457801,0.575005423799,1.0
19330,0.307918158736,0.574946505777,1.0
19340,0.307849951631,0.574887663107,1.0
19350,0.307781836304,0.574828895649,1.0
19360,0.307713812577,0.574770203262,1.0
19370,0.307645880269,0.574711585807,1.0
19380,0.307578039202,0.574653043145,1.0
19390,0.307510289197,0.574594575136,1.0
19400,0.307442630075,0.574536181642,1.0
19410,0.307375061659,0.574477862524,1.0
19420,0.307307583772,0.574419617644,1.0
19430,0.307240196237,0.574361446865,1.0
19440,0.307172898877,0.574303350049,1.0
19450,0.307105691517,0.574245327058,1.0
19460,0.307038573981,0.574187377757,1.0
19470,0.306971546095,0.574129502009,1.0
19480,0.306904607682,0.574071699678,1.0
19490,0.30683775857,0.574013970627,1.0
19500,0.306770998585,0.573956314722,1.0
19510,0.306704327553,0.573898731827,1.0
19520,0.306637745302,0.573841221809,1.0
19530,0.306571251659,0.573783784531,1.0
19540,0.306504846452,0.573726419861,1.0
19550,0.30643852951,0.573669127663,1.0
19560,0.306372300662,0.573611907806,1.0
19570,0.306306159737,0.573554760155,1.0
19580,0.306240106565,0.573497684578,1.0
19590,0.306174140976,0.573440680943,1.0
19600,0.306108262801,0.573383749116,1.0
19610,0.30604247187,0.573326888967,1.0
19620,0.305976768016,0.573270100364,1.0
19630,0.30591115107,0.573213383174,1.0
19640,0.305845620865,0.573156737269,1.0
19650,0.305780177233,0.573100162516,1.0
19660,0.305714820008,0.573043658785,1.0
19670,0.305649549023,0.572987225947,1.0
19680,0.305584364112,0.572930863872,1.0
19690,0.30551926511,0.572874572431,1.0
19700,0.305454251852,0.572818351493,1.0
19710,0.305389324172,0.572762200931,1.0
19720,0.305324481907,0.572706120617,1.0
19730,0.305259724892,0.572650110421,1.0
19740,0.305195052965,0.572594170216,1.0
19750,0.305130465961,0.572538299875,1.0
19760,0.305065963719,0.57248249927,1.0
19770,0.305001546076,0.572426768275,1.0
19780,0.30493721287,0.572371106762,1.0
19790,0.304872963941,0.572315514605,1.0
19800,0.304808799125,0.572259991679,1.0
19810,0.304744718264,0.572204537858,1.0
19820,0.304680721197,0.572149153016,1.0
19830,0.304616807764,0.572093837027,1.0
19840,0.304552977805,0.572038589768,1.0
19850,0.304489231162,0.571983411114,1.0
19860,0.304425567675,0.571928300939,1.0
19870,0.304361987187,0.571873259122,1.0
19880,0.30429848954,0.571818285536,1.0
19890,0.304235074576,0.571763380061,1.0
19900,0.304171742138,0.571708542571,1.0
19910,0.304108492069,0.571653772945,1.0
19920,0.304045324214,0.571599071059,1.0
19930,0.303982238415,0.571544436793,1.0
19940,0.303919234518,0.571489870023,1.0
19950,0.303856312368,0.571435370628,1.0
19960,0.303793471809,0.571380938487,1.0
19970,0.303730712688,0.571326573479,1.0
19980,0.303668034849,0.571272275482,1.0
19990,0.303605438141,0.571218044377,1.0
20000,0.303542922409,0.571163880043,1.0
20010,0.3034804875,0.57110978236,1.0
20020,0.303418133262,0.571055751209,1.0
20030,0.303355859543,0.57100178647,1.0
20040,0.303293666192,0.570947888024,1.0
20050,0.303231553056,0.570894055752,1.0
20060,0.303169519985,0.570840289535,1.0
20070,0.303107566827,0.570786589256,1.0
20080,0.303045693434,0.570732954797,1.0
20090,0.302983899655,0.570679386039,1.0
20100,0.30292218534,0.570625882865,1.0
20110,0.302860550341,0.570572445159,1.0
20120,0.302798994508,0.570519072803,1.0
20130,0.302737517693,0.57046576568,1.0
20140,0.302676119748,0.570412523674,1.0
20150,0.302614800525,0.57035934667,1.0
20160,0.302553559878,0.57030623455,1.0
20170,0.302492397658,0.570253187201,1.0
20180,0.302431313719,0.570200204506,1.0
20190,0.302370307916,0.570147286351,1.0
20200,0.302309380102,0.57009443262,1.0
20210,0.302248530132,0.570041643199,1.0
20220,0.302187757859,0.569988917975,1.0
20230,0.302127063141,0.569936256833,1.0
20240,0.302066445831,0.569883659659,1.0
20250,0.302005905787,0.56983112634,1.0
20260,0.301945442863,0.569778656763,1.0
20270,0.301885056918,0.569726250815,1.0
20280,0.301824747807,0.569673908383,1.0
20290,0.301764515387,0.569621629356,1.0
20300,0.301704359518,0.56956941362,1.0
20310,0.301644280055,0.569517261064,1.0
20320,0.301584276859,0.569465171577,1.0
20330,0.301524349786,0.569413145046,1.0
20340,0.301464498697,0.569361181362,1.0
20350,0.301404723451,0.569309280413,1.0
20360,0.301345023906,0.569257442088,1.0
20370,0.301285399925,0.569205666278,1.0
20380,0.301225851365,0.569153952872,1.0
20390,0.301166378089,0.569102301761,1.0
20400,0.301106979957,0.569050712834,1.0
20410,0.301047656831,0.568999185983,1.0
20420,0.300988408572,0.568947721098,1.0
20430,0.300929235042,0.568896318071,1.0
20440,0.300870136104,0.568844976794,1.0
20450,0.300811111621,0.568793697157,1.0
20460,0.300752161454,0.568742479053,1.0
20470,0.300693285468,0.568691322374,1.0
20480,0.300634483527,0.568640227012,1.0
20490,0.300575755493,0.56858919286,1.0
20500,0.300517101233,0.568538219812,1.0
20510,0.300458520609,0.568487307759,1.0
20520,0.300400013488,0.568436456597,1.0
20530,0.300341579734,0.568385666217,1.0
20540,0.300283219213,0.568334936515,1.0
20550,0.300224931791,0.568284267384,1.0
20560,0.300166717335,0.568233658718,1.0
20570,0.30010857571,0.568183110413,1.0
20580,0.300050506784,0.568132622364,1.0
20590,0.299992510423,0.568082194464,1.0
20600,0.299934586497,0.56803182661,1.0
20610,0.299876734871,0.567981518698,1.0
20620,0.299818955415,0.567931270622,1.0
20630,0.299761247997,0.56788108228,1.0
20640,0.299703612485,0.567830953567,1.0
20650,0.299646048749,0.567780884379,1.0
20660,0.299588556658,0.567730874615,1.0
20670,0.299531136082,0.56768092417,1.0
20680,0.299473786891,0.567631032942,1.0
20690,0.299416508956,0.567581200828,1.0
20700,0.299359302146,0.567531427726,1.0
20710,0.299302166333,0.567481713535,1.0
20720,0.299245101387,0.567432058151,1.0
20730,0.299188107182,0.567382461474,1.0
20740,0.299131183588,0.567332923402,1.0
20750,0.299074330477,0.567283443834,1.0
20760,0.299017547723,0.567234022669,1.0
20770,0.298960835197,0.567184659806,1.0
20780,0.298904192774,0.567135355145,1.0
20790,0.298847620325,0.567086108585,1.0
20800,0.298791117726,0.567036920027,1.0
20810,0.298734684849,0.566987789371,1.0
20820,0.29867832157,0.566938716517,1.0
20830,0.298622027762,0.566889701366,1.0
20840,0.298565803301,0.566840743819,1.0
20850,0.298509648062,0.566791843776,1.0
20860,0.29845356192,0.566743001139,1.0
20870,0.298397544751,0.56669421581,1.0
20880,0.29834159643,0.56664548769,1.0
20890,0.298285716835,0.566596816682,1.0
20900,0.298229905842,0.566548202687,1.0
20910,0.298174163327,0.566499645608,1.0
20920,0.298118489169,0.566451145348,1.0
20930,0.298062883244,0.566402701809,1.0
20940,0.29800734543,0.566354314895,1.0
20950,0.297951875605,0.566305984509,1.0
20960,0.297896473647,0.566257710553,1.0
20970,0.297841139436,0.566209492933,1.0
20980,0.29778587285,0.566161331552,1.0
20990,0.297730673768,0.566113226314,1.0
